1,Hà Nội,2022-11-19,12:05,28,Mây cụm,22,30,0.74,9.0,9.25,23,7.1,Kém
2,Hà Giang,2022-11-19,12:05,23,Mây đen u ám,20,27,0.95,10.0,4.03,22,0.0,Khá
3,Cao Bằng,2022-11-19,12:05,23,Mây đen u ám,19,28,0.92,10.0,4.21,22,2.93,Khá
4,Bắc Kạn,2022-11-19,12:05,26,Mây cụm,20,28,0.85,8.74,2.3,23,0.0,Khá
5,Tuyên Quang,2022-11-19,12:05,25,Mây đen u ám,20,28,0.89,10.0,1.91,23,0.0,Khá
6,Lào Cai,2022-11-19,12:05,25,Mây đen u ám,22,28,0.89,10.0,4.75,23,0.0,Khá
7,Điện Biên,2022-11-19,12:05,28,Mây cụm,18,29,0.61,10.0,3.78,20,7.13,Tốt
8,Lai Châu,2022-11-19,12:05,29,Mây cụm,19,29,0.67,10.0,3.28,22,7.2,Tốt
9,Sơn La,2022-11-19,12:05,26,Mây đen u ám,17,26,0.69,10.0,2.88,20,0.0,Tốt
10,Yên Bái,2022-11-19,12:05,26,Mây đen u ám,21,28,0.8,10.0,4.75,23,0.0,Kém
11,Hoà Bình,2022-11-19,12:05,28,Mây cụm,21,28,0.74,10.0,7.7,23,0.0,Rất kém
12,Thái Nguyên,2022-11-19,12:05,28,Mây cụm,20,30,0.67,10.0,6.91,21,3.99,Kém
13,Lạng Sơn,2022-11-19,12:05,28,Mây đen u ám,18,30,0.61,10.0,6.19,20,0.0,Trung bình
14,Quảng Ninh,2022-11-19,12:05,29,Mây thưa,20,29,0.56,10.0,15.16,19,6.2,Khá
15,Bắc Giang,2022-11-19,12:05,28,Mây đen u ám,21,30,0.6,10.0,8.78,20,0.0,Kém
16,Phú Thọ,2022-11-19,12:05,29,Mây đen u ám,21,29,0.67,10.0,11.09,22,5.35,Rất kém
17,Vĩnh Phúc,2022-11-19,12:05,28,Mây đen u ám,22,30,0.63,10.0,10.08,20,0.0,Rất kém
18,Bắc Ninh,2022-11-19,12:05,28,Mây đen u ám,22,30,0.58,10.0,9.32,19,0.0,Kém
19,Hải Dương,2022-11-19,12:05,30,Mây cụm,22,30,0.51,10.0,10.55,19,0.0,Kém
20,Hải Phòng,2022-11-19,12:05,30,Mây thưa,22,30,0.58,10.0,12.96,21,5.99,Trung bình
21,Hưng Yên,2022-11-19,12:05,30,Mây cụm,22,30,0.55,10.0,13.46,20,0.0,Kém
22,Thái Bình,2022-11-19,12:05,29,Mây cụm,23,29,0.62,10.0,22.32,21,0.0,Kém
23,Hà Nam,2022-11-19,12:05,30,Mây đen u ám,22,30,0.55,10.0,14.54,20,0.0,Kém
24,Nam Định,2022-11-19,12:05,29,Mây cụm,23,30,0.59,10.0,20.05,20,5.92,Kém
25,Ninh Bình,2022-11-19,12:05,29,Mây cụm,23,29,0.62,10.0,18.58,21,5.31,Kém
26,Thanh Hóa,2022-11-19,12:05,28,Mây đen u ám,22,28,0.71,10.0,18.36,22,5.6,Kém
27,Nghệ An,2022-11-19,12:05,28,Mây đen u ám,23,28,0.72,10.0,14.76,22,0.0,Kém
28,Hà Tĩnh,2022-11-19,12:05,28,Mây đen u ám,23,28,0.73,10.0,13.54,23,0.0,Kém
29,Quảng Bình,2022-11-19,12:05,27,Mây đen u ám,23,27,0.71,10.0,6.62,22,0.0,Kém
30,Quảng Trị,2022-11-19,12:05,30,Mây cụm,23,30,0.58,10.0,13.5,21,8.46,Trung bình
31,Thừa Thiên Huế,2022-11-19,12:05,28,Mây cụm,22,28,0.78,10.0,11.12,23,0.0,Khá
32,Đà Nẵng,2022-11-19,12:05,28,Mây cụm,24,28,0.78,10.0,12.96,24,8.49,Kém
33,Quảng Nam,2022-11-19,12:05,27,Mưa vừa,23,27,0.76,9.07,11.95,22,0.0,Khá
34,Quảng Ngãi,2022-11-19,12:05,24,Mưa cường độ nặng,23,27,0.83,9.72,13.36,22,7.74,Tốt
35,Bình Định,2022-11-19,12:05,24,Mưa nhẹ,24,26,0.94,2.94,24.19,23,0.0,Tốt
36,Phú Yên,2022-11-19,12:05,24,Mây đen u ám,23,26,0.96,6.06,18.68,23,1.36,Tốt
37,Khánh Hòa,2022-11-19,12:05,27,Mây đen u ám,23,27,0.96,1.38,12.46,26,0.0,Tốt
38,Ninh Thuận,2022-11-19,12:05,23,Mưa nhẹ,22,27,0.97,4.98,9.94,22,0.0,Tốt
39,Bình Thuận,2022-11-19,12:05,24,Mưa nhẹ,23,28,0.94,5.36,8.42,23,1.8,Tốt
40,Kon Tum,2022-11-19,12:05,25,Mây đen u ám,19,27,0.7,10.0,7.2,19,7.45,Tốt
41,Gia Lai,2022-11-19,12:05,21,Mưa vừa,19,26,0.96,10.0,3.31,20,2.22,Tốt
42,Đắk Lắk,2022-11-19,12:05,20,Mây đen u ám,19,23,0.97,10.0,6.16,20,0.0,Tốt
43,Đắk Nông,2022-11-19,12:05,20,Mây đen u ám,19,23,0.97,10.0,6.16,20,0.0,Tốt
44,Lâm Đồng,2022-11-19,12:05,19,Mây đen u ám,18,26,0.99,3.86,2.09,19,0.0,Khá
45,Bình Phước,2022-11-19,12:05,27,Mây đen u ám,21,27,0.76,10.0,6.44,22,5.39,Tốt
46,Tây Ninh,2022-11-19,12:05,28,Mây đen u ám,22,28,0.73,10.0,9.61,23,7.4,Tốt
47,Bình Dương,2022-11-19,12:05,27,Mây đen u ám,22,28,0.75,10.0,15.01,23,6.81,Tốt
48,Đồng Nai,2022-11-19,12:05,28,Mưa nhẹ,22,27,0.82,10.0,8.71,24,6.35,Tốt
49,Bà Rịa - Vũng Tàu,2022-11-19,12:05,24,Mưa nhẹ,22,25,0.88,10.0,3.78,22,3.01,Tốt
50,Hồ Chí Minh,2022-11-19,12:05,28,Mưa nhẹ,22,28,0.83,10.0,9.25,25,0.0,Tốt
51,Long An,2022-11-19,12:05,28,Mưa vừa,22,28,0.76,10.0,14.51,23,0.0,Khá
52,Tiền Giang,2022-11-19,12:05,26,Mây đen u ám,21,26,0.86,10.0,9.43,24,3.47,Kém
53,Bến Tre,2022-11-19,12:05,25,Mây đen u ám,22,26,0.9,10.0,7.52,24,0.0,Kém
54,Trà Vinh,2022-11-19,12:05,25,Mây đen u ám,21,26,0.89,10.0,9.47,23,0.0,Rất kém
55,Vĩnh Long,2022-11-19,12:05,27,Mưa nhẹ,21,27,0.85,10.0,6.52,24,3.47,Kém
56,Đồng Tháp,2022-11-19,12:05,27,Mưa nhẹ,22,27,0.78,10.0,9.36,23,3.75,Kém
57,An Giang,2022-11-19,12:05,27,Mây đen u ám,22,27,0.77,10.0,7.24,23,0.0,Kém
58,Kiên Giang,2022-11-19,12:05,26,Mây đen u ám,22,27,0.82,10.0,9.94,23,5.4,Trung bình
59,Cần Thơ,2022-11-19,12:05,27,Mưa nhẹ,22,27,0.83,10.0,10.26,24,3.98,Rất kém
60,Hậu Giang,2022-11-19,12:05,27,Mây đen u ám,22,27,0.83,10.0,12.53,24,0.0,Kém
61,Sóc Trăng,2022-11-19,12:05,25,Mây đen u ám,22,26,0.88,10.0,11.81,23,0.0,Rất kém
62,Bạc Liêu,2022-11-19,12:05,26,Mây đen u ám,22,26,0.85,10.0,15.91,23,2.26,Kém
63,Cà Mau,2022-11-19,12:05,26,Mây đen u ám,22,26,0.82,10.0,9.0,23,0.0,Trung bình
