1,Hà Nội,2022-11-19,22:52,26,Bầu trời quang đãng,23,30,0.78,10.0,5.54,22,0.0,Kém
2,Hà Giang,2022-11-19,22:52,21,Mây đen u ám,21,26,0.98,10.0,1.44,21,0.0,Khá
3,Cao Bằng,2022-11-19,22:52,21,Mây đen u ám,19,28,0.94,10.0,2.81,20,0.0,Trung bình
4,Bắc Kạn,2022-11-19,22:52,22,Mây đen u ám,19,29,0.99,10.0,3.28,21,0.0,Khá
5,Tuyên Quang,2022-11-19,22:52,22,Mây đen u ám,20,29,0.99,10.0,1.55,22,0.0,Khá
6,Lào Cai,2022-11-19,22:52,23,Mây cụm,22,28,0.99,10.0,1.33,22,0.0,Tốt
7,Điện Biên,2022-11-19,22:52,20,Mây cụm,18,31,0.99,10.0,4.28,20,0.0,Tốt
8,Lai Châu,2022-11-19,22:52,21,Mây rải rác,19,30,0.98,10.0,3.28,21,0.0,Tốt
9,Sơn La,2022-11-19,22:52,19,Mây đen u ám,17,28,0.98,10.0,5.26,19,0.0,Trung bình
10,Yên Bái,2022-11-19,22:52,24,Mây đen u ám,21,29,0.88,10.0,3.49,22,0.0,Khá
11,Hoà Bình,2022-11-19,22:52,24,Mây đen u ám,21,29,0.9,10.0,4.25,22,0.0,Kém
12,Thái Nguyên,2022-11-19,22:52,26,Mây đen u ám,21,30,0.87,10.0,3.6,24,0.0,Kém
13,Lạng Sơn,2022-11-19,22:52,20,Mây đen u ám,19,29,0.94,10.0,6.8,19,0.0,Kém
14,Quảng Ninh,2022-11-19,22:52,22,Mây đen u ám,21,29,0.83,10.0,3.89,19,0.0,Kém
15,Bắc Giang,2022-11-19,22:52,26,Mây đen u ám,22,31,0.68,10.0,2.99,20,0.0,Kém
16,Phú Thọ,2022-11-19,22:52,24,Mây đen u ám,21,30,0.85,10.0,6.01,21,0.0,Trung bình
17,Vĩnh Phúc,2022-11-19,22:52,26,Mây đen u ám,22,30,0.77,10.0,6.91,22,0.0,Kém
18,Bắc Ninh,2022-11-19,22:52,26,Mây đen u ám,22,31,0.68,10.0,2.77,20,0.0,Kém
19,Hải Dương,2022-11-19,22:52,25,Mây đen u ám,22,31,0.7,10.0,1.51,19,0.0,Kém
20,Hải Phòng,2022-11-19,22:52,25,Bầu trời quang đãng,22,30,0.83,10.0,11.12,22,0.0,Kém
21,Hưng Yên,2022-11-19,22:52,24,Mây đen u ám,23,30,0.81,10.0,2.84,21,0.0,Kém
22,Thái Bình,2022-11-19,22:52,25,Mây đen u ám,24,29,0.79,10.0,3.64,21,0.0,Rất kém
23,Hà Nam,2022-11-19,22:52,24,Mây đen u ám,23,30,0.81,10.0,3.2,21,0.0,Rất kém
24,Nam Định,2022-11-19,22:52,24,Mây đen u ám,23,30,0.81,10.0,3.17,21,0.0,Rất kém
25,Ninh Bình,2022-11-19,22:52,24,Mây đen u ám,23,30,0.83,10.0,0.68,21,0.0,Rất kém
26,Thanh Hóa,2022-11-19,22:52,23,Mây đen u ám,22,29,0.89,10.0,5.83,22,0.0,Rất kém
27,Nghệ An,2022-11-19,22:52,24,Mây đen u ám,22,28,0.9,10.0,8.96,22,0.0,Khá
28,Hà Tĩnh,2022-11-19,22:52,24,Mây đen u ám,23,27,0.91,10.0,7.67,22,0.0,Khá
29,Quảng Bình,2022-11-19,22:52,24,Mây đen u ám,23,27,0.91,10.0,6.62,22,0.0,Khá
30,Quảng Trị,2022-11-19,22:52,23,Mây đen u ám,23,27,0.92,10.0,6.16,22,0.0,Trung bình
31,Thừa Thiên Huế,2022-11-19,22:52,27,Mây cụm,22,27,0.89,10.0,14.83,25,0.0,Khá
32,Đà Nẵng,2022-11-19,22:52,27,Mưa nhẹ,24,27,0.83,10.0,11.12,24,0.0,Khá
33,Quảng Nam,2022-11-19,22:52,23,Mây đen u ám,23,24,0.92,10.0,5.26,22,0.0,Trung bình
34,Quảng Ngãi,2022-11-19,22:52,23,Mây đen u ám,23,25,0.93,10.0,8.1,22,0.0,Khá
35,Bình Định,2022-11-19,22:52,24,Mưa vừa,23,27,0.89,10.0,14.83,22,0.0,Tốt
36,Phú Yên,2022-11-19,22:52,23,Mưa cường độ nặng,23,27,0.94,6.15,3.53,22,0.0,Tốt
37,Khánh Hòa,2022-11-19,22:52,24,Mưa cường độ nặng,22,28,0.92,6.05,13.07,23,0.0,Tốt
38,Ninh Thuận,2022-11-19,22:52,22,Mưa vừa,22,28,0.96,4.51,17.24,22,0.0,Tốt
39,Bình Thuận,2022-11-19,22:52,23,Mưa nhẹ,23,27,0.89,10.0,0.36,22,0.0,Tốt
40,Kon Tum,2022-11-19,22:52,21,Mây đen u ám,19,25,0.86,10.0,4.93,19,0.0,Tốt
41,Gia Lai,2022-11-19,22:52,20,Mây đen u ám,19,27,0.93,10.0,6.95,19,0.0,Tốt
42,Đắk Lắk,2022-11-19,22:52,20,Mưa cường độ nặng,19,26,0.96,9.15,10.8,19,0.0,Tốt
43,Đắk Nông,2022-11-19,22:52,20,Mưa cường độ nặng,19,26,0.96,9.15,10.8,19,0.0,Tốt
