1, Hà Giang, 2022-11-19, 23:10, 21, Nhiều mây, 21, 26, 0.98, 10.0, 0.33, 21, 0.0, Khá
2, Cao Bằng, 2022-11-19, 23:10, 21, Nhiều mây, 19, 28, 0.94, 10.0, 0.72, 20, 0.0, Trung bình
3, Bắc Kạn, 2022-11-19, 23:10, 22, Nhiều mây, 19, 29, 0.99, 10.0, 0.91, 21, 0.0, Khá
4, Tuyên Quang, 2022-11-19, 23:10, 22, Nhiều mây, 20, 29, 0.99, 10.0, 0.43, 22, 0.0, Khá
5, Thái Nguyên, 2022-11-19, 23:10, 26, Nhiều mây, 21, 30, 0.88, 10.0, 1.5, 24, 0.0, Kém
6, Lạng Sơn, 2022-11-19, 23:10, 20, Nhiều mây, 19, 29, 0.93, 10.0, 1.98, 19, 0.0, Kém
7, Quảng Ninh, 2022-11-19, 23:10, 22, Nhiều mây, 21, 29, 0.83, 10.0, 1.08, 19, 0.0, Kém
8, Bắc Giang, 2022-11-19, 23:10, 26, Nhiều mây, 22, 31, 0.71, 10.0, 1.88, 20, 0.0, Kém
9, Phú Thọ, 2022-11-19, 23:10, 24, Nhiều mây, 21, 30, 0.85, 10.0, 1.67, 21, 0.0, Trung bình
10, Lào Cai, 2022-11-19, 23:10, 23, Mây cụm, 22, 28, 0.99, 10.0, 0.37, 22, 0.0, Tốt
11, Điện Biên, 2022-11-19, 23:10, 20, Mây cụm, 18, 31, 0.99, 10.0, 1.16, 20, 0.0, Tốt
12, Lai Châu, 2022-11-19, 23:10, 21, Mây rải rác, 19, 30, 0.98, 10.0, 0.91, 21, 0.0, Tốt
13, Sơn La, 2022-11-19, 23:10, 19, Nhiều mây, 17, 28, 0.98, 10.0, 1.46, 19, 0.0, Trung bình
14, Yên Bái, 2022-11-19, 23:10, 24, Nhiều mây, 21, 29, 0.88, 10.0, 1.31, 22, 0.0, Khá
15, Hoà Bình, 2022-11-19, 23:10, 24, Nhiều mây, 21, 29, 0.9, 10.0, 1.18, 22, 0.0, Kém
16, Hà Nội, 2022-11-19, 23:10, 26, Bầu trời quang đãng, 23, 30, 0.78, 10.0, 1.54, 22, 0.0, Kém
17, Vĩnh Phúc, 2022-11-19, 23:10, 26, Nhiều mây, 22, 30, 0.77, 10.0, 1.68, 22, 0.0, Kém
18, Bắc Ninh, 2022-11-19, 23:10, 26, Nhiều mây, 22, 31, 0.68, 10.0, 0.77, 20, 0.0, Kém
19, Hải Dương, 2022-11-19, 23:10, 25, Nhiều mây, 22, 31, 0.71, 10.0, 0.39, 19, 0.0, Kém
20, Hải Phòng, 2022-11-19, 23:10, 25, Bầu trời quang đãng, 22, 30, 0.83, 10.0, 1.54, 22, 0.0, Kém
21, Hưng Yên, 2022-11-19, 23:10, 24, Nhiều mây, 23, 30, 0.81, 10.0, 0.79, 21, 0.0, Kém
22, Thái Bình, 2022-11-19, 23:10, 25, Nhiều mây, 24, 29, 0.8, 10.0, 1.1, 21, 0.0, Rất kém
23, Hà Nam, 2022-11-19, 23:10, 24, Nhiều mây, 23, 30, 0.82, 10.0, 0.87, 21, 0.0, Rất kém
24, Nam Định, 2022-11-19, 23:10, 24, Nhiều mây, 23, 30, 0.81, 10.0, 0.88, 21, 0.0, Rất kém
25, Ninh Bình, 2022-11-19, 23:10, 24, Nhiều mây, 23, 30, 0.84, 10.0, 1.39, 21, 0.0, Rất kém
26, Thanh Hóa, 2022-11-19, 23:10, 23, Nhiều mây, 22, 29, 0.89, 10.0, 1.62, 22, 0.0, Rất kém
27, Nghệ An, 2022-11-19, 23:10, 24, Nhiều mây, 22, 28, 0.9, 10.0, 2.49, 22, 0.0, Khá
28, Hà Tĩnh, 2022-11-19, 23:10, 24, Nhiều mây, 23, 27, 0.91, 10.0, 2.17, 22, 0.0, Khá
29, Quảng Bình, 2022-11-19, 23:10, 23, Nhiều mây, 23, 27, 0.97, 9.35, 1.17, 22, 0.0, Khá
30, Quảng Trị, 2022-11-19, 23:10, 24, Nhiều mây, 23, 27, 0.89, 10.0, 2.54, 22, 0.0, Trung bình
31, Thừa Thiên Huế, 2022-11-19, 23:10, 27, Mây rải rác, 23, 27, 0.89, 10.0, 4.63, 25, 0.0, Tốt
32, Đà Nẵng, 2022-11-19, 23:10, 27, Mây rải rác, 24, 27, 0.83, 10.0, 3.09, 24, 0.0, Kém
33, Quảng Nam, 2022-11-19, 23:10, 23, Nhiều mây, 23, 24, 0.92, 10.0, 1.46, 22, 0.0, Trung bình
34, Quảng Ngãi, 2022-11-19, 23:10, 23, Nhiều mây, 23, 25, 0.93, 10.0, 2.25, 22, 0.0, Khá
35, Bình Định, 2022-11-19, 23:10, 24, Mưa vừa, 23, 27, 0.89, 10.0, 4.01, 22, 0.0, Tốt
36, Phú Yên, 2022-11-19, 23:10, 21, Mưa vừa, 21, 26, 0.98, 5.99, 0.67, 21, 0.0, Tốt
37, Khánh Hòa, 2022-11-19, 23:10, 24, Mưa vừa, 22, 28, 0.96, 5.81, 1.76, 23, 0.0, Tốt
38, Ninh Thuận, 2022-11-19, 23:10, 22, Nhiều mây, 22, 28, 0.96, 4.45, 4.92, 22, 0.0, Tốt
39, Bình Thuận, 2022-11-19, 23:10, 21, Nhiều mây, 21, 26, 0.95, 10.0, 0.6, 20, 0.0, Tốt
40, Kon Tum, 2022-11-19, 23:10, 21, Nhiều mây, 19, 25, 0.86, 10.0, 1.39, 19, 0.0, Tốt
41, Gia Lai, 2022-11-19, 23:10, 20, Nhiều mây, 20, 26, 0.98, 8.18, 1.09, 20, 0.0, Tốt
42, Đắk Lắk, 2022-11-19, 23:10, 20, Mưa vừa, 19, 26, 0.96, 5.86, 3.35, 19, 0.0, Tốt
43, Đắk Nông, 2022-11-19, 23:10, 20, Mưa vừa, 19, 26, 0.96, 5.86, 3.35, 19, 0.0, Tốt
44, Lâm Đồng, 2022-11-19, 23:10, 18, Nhiều mây, 17, 23, 0.97, 10.0, 0.91, 18, 0.0, Tốt
45, Bình Phước, 2022-11-19, 23:10, 22, Mưa vừa, 21, 30, 0.92, 10.0, 2.12, 20, 0.0, Tốt
46, Tây Ninh, 2022-11-19, 23:10, 24, Mưa vừa, 22, 28, 0.82, 10.0, 2.35, 21, 0.0, Tốt
47, Bình Dương, 2022-11-19, 23:10, 26, Mưa vừa, 22, 29, 0.94, 10.0, 1.54, 25, 0.0, Tốt
48, Đồng Nai, 2022-11-19, 23:10, 26, Mưa vừa, 22, 29, 0.92, 10.0, 1.63, 25, 0.0, Khá
49, Bà Rịa - Vũng Tàu, 2022-11-19, 23:10, 22, Nhiều mây, 22, 29, 0.94, 10.0, 0.57, 21, 0.0, Khá
