1, Hà Giang, 2022-11-19, 10:11, 23, Nhiều mây, 20, 27, 0.96, 8.66, 1.05, 22, 0.0, Khá
2, Cao Bằng, 2022-11-19, 10:11, 23, Nhiều mây, 19, 28, 0.92, 10.0, 0.84, 22, 0.98, Khá
3, Bắc Kạn, 2022-11-19, 10:11, 25, Nhiều mây, 20, 28, 0.87, 9.75, 0.27, 23, 0.47, Trung bình
4, Tuyên Quang, 2022-11-19, 10:11, 23, Nhiều mây, 20, 28, 0.95, 10.0, 0.44, 23, 0.47, Trung bình
5, Thái Nguyên, 2022-11-19, 10:11, 27, Mây cụm, 20, 30, 0.69, 10.0, 1.82, 21, 0.0, Kém
6, Lạng Sơn, 2022-11-19, 10:11, 25, Nhiều mây, 18, 30, 0.72, 10.0, 1.4, 20, 3.61, Khá
7, Quảng Ninh, 2022-11-19, 10:11, 28, Bầu trời quang đãng, 20, 29, 0.59, 10.0, 3.08, 19, 4.32, Kém
8, Bắc Giang, 2022-11-19, 10:11, 27, Nhiều mây, 21, 30, 0.68, 10.0, 1.37, 21, 4.62, Kém
9, Phú Thọ, 2022-11-19, 10:11, 26, Nhiều mây, 21, 29, 0.8, 10.0, 2.47, 22, 1.26, Rất kém
10, Lào Cai, 2022-11-19, 10:11, 25, Nhiều mây, 22, 28, 0.92, 10.0, 0.9, 23, 0.0, Trung bình
11, Điện Biên, 2022-11-19, 10:11, 24, Nhiều mây, 18, 28, 0.81, 10.0, 0.87, 21, 2.1, Tốt
12, Lai Châu, 2022-11-19, 10:11, 26, Mây cụm, 19, 29, 0.78, 10.0, 0.63, 22, 0.0, Tốt
13, Sơn La, 2022-11-19, 10:11, 24, Nhiều mây, 17, 26, 0.82, 10.0, 1.31, 20, 2.44, Khá
14, Yên Bái, 2022-11-19, 10:11, 25, Nhiều mây, 21, 28, 0.89, 10.0, 1.13, 23, 0.42, Rất kém
15, Hoà Bình, 2022-11-19, 10:11, 27, Mây cụm, 21, 28, 0.8, 10.0, 1.8, 23, 0.0, Rất kém
16, Hà Nội, 2022-11-19, 10:11, 27, Mây cụm, 22, 30, 0.78, 6.0, 3.6, 23, 4.65, Rất kém
17, Vĩnh Phúc, 2022-11-19, 10:11, 27, Nhiều mây, 22, 30, 0.74, 10.0, 3.27, 22, 4.65, Rất kém
18, Bắc Ninh, 2022-11-19, 10:11, 27, Nhiều mây, 22, 30, 0.67, 10.0, 2.21, 20, 0.0, Rất kém
19, Hải Dương, 2022-11-19, 10:11, 29, Mây cụm, 22, 30, 0.59, 10.0, 3.71, 20, 0.0, Kém
20, Hải Phòng, 2022-11-19, 10:11, 29, Mây thưa, 22, 30, 0.65, 10.0, 4.12, 22, 0.0, Kém
21, Hưng Yên, 2022-11-19, 10:11, 29, Mây cụm, 22, 30, 0.6, 10.0, 3.8, 20, 0.0, Rất kém
22, Thái Bình, 2022-11-19, 10:11, 28, Mây cụm, 23, 29, 0.64, 10.0, 5.78, 21, 0.0, Kém
23, Hà Nam, 2022-11-19, 10:11, 29, Mây cụm, 22, 30, 0.62, 10.0, 3.49, 21, 3.61, Rất kém
24, Nam Định, 2022-11-19, 10:11, 29, Mây rải rác, 23, 30, 0.62, 10.0, 4.8, 21, 4.33, Rất kém
25, Ninh Bình, 2022-11-19, 10:11, 28, Mây cụm, 23, 29, 0.67, 10.0, 4.28, 21, 4.51, Rất kém
